	utt_1	utt_2	dialog_id	label
541	all my time is on dancing i love it	i like navy blue. it is my favorite color even though bunnies are not ever blue.	32	1
542	i like navy blue. it is my favorite color even though bunnies are not ever blue.	do ou own a bunny	32	1
543	do ou own a bunny	lenny will not let me have a bunny.	32	0
544	lenny will not let me have a bunny.	it was nice meeting you and the bunnies	32	0
545	it was nice meeting you and the bunnies	one day i will haves me a farm and get to tend the bunnies.	32	0
546	one day i will haves me a farm and get to tend the bunnies.	that would be great to have a bunny	32	0
547	that would be great to have a bunny	yes. i will love and pet and hug them.	32	0
548	yes. i will love and pet and hug them.	hi how are you today?	33	1
549	hi how are you today?	olympian gold medalist here what is up!	33	0
550	olympian gold medalist here what is up!	i like to play with dolls. what do you do?	33	1
551	i like to play with dolls. what do you do?	gymnastics for about 4 hours a day great work out.	33	0
552	gymnastics for about 4 hours a day great work out.	my age is 4. how old are you?	33	1
553	my age is 4. how old are you?	great whats your favorite color? mine is yellow	33	1
554	great whats your favorite color? mine is yellow	i really like the color red.	33	0
555	i really like the color red.	like pizza! i like italian food oh garlic bread.	33	1
556	like pizza! i like italian food oh garlic bread.	i hate to clean so i do not pick up my toys. do you?	33	1
557	i hate to clean so i do not pick up my toys. do you?	i do not have toys but i do workout.	33	0
558	i do not have toys but i do workout.	nice. next door is where my best friend lives. how about yours?	33	1
559	nice. next door is where my best friend lives. how about yours?	i do not have friends my only love is for the garlic bread.	33	0
560	i do not have friends my only love is for the garlic bread.	lol. who needs friends when you have garlic bread?	33	0
561	lol. who needs friends when you have garlic bread?	and gym membership cant forget the gym membership.	33	0
562	and gym membership cant forget the gym membership.	hello. how are you today friend?	34	1
563	hello. how are you today friend?	hello, i am george, i am doing well.	34	0
564	hello, i am george, i am doing well.	how are you?	34	0
565	how are you?	i am well also. do you like music?	34	0
566	i am well also. do you like music?	i do! what kind do you like?	34	0
567	i do! what kind do you like?	my parents do not support me but i want to be a musician.	34	1
568	my parents do not support me but i want to be a musician.	oh that is too bad. i am not close to any of my family either.	34	0
569	oh that is too bad. i am not close to any of my family either.	i want to make it big. i sing folk music and play piano and guitar	34	0
570	i want to make it big. i sing folk music and play piano and guitar	i like isolation, which is why i became a bee farmer.	34	0
571	i like isolation, which is why i became a bee farmer.	that is interesting. i have a custodian job. it pays the bills i guess	34	0
572	that is interesting. i have a custodian job. it pays the bills i guess	my wife is the bill payer. as an italian super model she makes the big money.	34	0
573	my wife is the bill payer. as an italian super model she makes the big money.	wow that is awesome! do you like music?	34	1
574	wow that is awesome! do you like music?	i love music! what is your favorite food? mine is papaya.	34	1
575	i love music! what is your favorite food? mine is papaya.	crabs or lobster. it is to close to call!	34	0
576	crabs or lobster. it is to close to call!	oh both good choices!	34	0
577	oh both good choices!	i love seafood. do you like it?	34	0
578	i love seafood. do you like it?	i do like it a lot, especially shrimp!	34	0
579	i do like it a lot, especially shrimp!	hi how are you doing	35	1
580	hi how are you doing	hey!	35	0
581	hey!	good, how are you	35	0
582	good, how are you	i am good just dropped my kids off at school	35	0
583	i am good just dropped my kids off at school	aww nice, i work in few hours.	35	0
584	aww nice, i work in few hours.	i work in construction..	35	1
585	i work in construction..	love building houses	35	0
586	love building houses	that is cool where do you live	35	1
587	that is cool where do you live	i live in australia, yourself?	35	0
588	i live in australia, yourself?	cali but i do not like being outside	35	0
589	cali but i do not like being outside	oh that is bad.. why? do you have any pet?	35	1
590	oh that is bad.. why? do you have any pet?	no thy are a lot of work	35	0
591	no thy are a lot of work	i have five cats.. they are so special!	35	0
592	i have five cats.. they are so special!	that is nice do you have a favorite	35	0
593	that is nice do you have a favorite	nah.. love them all! my father loved pets.. i learnt all bout cats from him	35	0
594	nah.. love them all! my father loved pets.. i learnt all bout cats from him	that is cool are they inside or outside cats	35	0
595	that is cool are they inside or outside cats	they are inside, they are part of he family	35	0
596	they are inside, they are part of he family	hello how is it going?	36	1
597	hello how is it going?	hi.	36	0
598	hi.	i am doing well, plotting to take over the world.	36	0
599	i am doing well, plotting to take over the world.	haha i have read a book about that once	36	0
600	haha i have read a book about that once	my kids do not visit, so i have a lot of time on my hands, after work.	36	1
601	my kids do not visit, so i have a lot of time on my hands, after work.	oh my kid days are over finally	36	0
602	oh my kid days are over finally	mine are too. i am 56.	36	0
603	mine are too. i am 56.	do you get to travel a lot? i am 60	36	1
604	do you get to travel a lot? i am 60	no, i used too when i was younger and a painter.	36	0
605	no, i used too when i was younger and a painter.	very sad kids do not visit as they should	36	1
606	very sad kids do not visit as they should	no, they never do.	36	0
607	no, they never do.	i guess they are embarrassed about me not being pretty.	36	0
608	i guess they are embarrassed about me not being pretty.	who is your favorite artist? i am sure u look well	36	1
609	who is your favorite artist? i am sure u look well	diego, he used to paint me.	36	0
610	diego, he used to paint me.	before freda came along.	36	0
611	before freda came along.	haha you like cubism i take it?	36	0
612	haha you like cubism i take it?	i spent a lot of time on the island, before the embargo	36	1
613	i spent a lot of time on the island, before the embargo	good morning how old are you i am 34	37	1
614	good morning how old are you i am 34	i am much older than that. my grandchildren are in their thirties	37	0
615	i am much older than that. my grandchildren are in their thirties	do you have any pets? my two dogs are my everything.	37	1
616	do you have any pets? my two dogs are my everything.	no pets. i am retired so i love to travel. pets would slow me down	37	0
617	no pets. i am retired so i love to travel. pets would slow me down	i understand that. my idea of travel is a long hot bubble bath.	37	0
618	i understand that. my idea of travel is a long hot bubble bath.	i used to take a lot of bubble baths when i was recovering from cancer	37	0
619	i used to take a lot of bubble baths when i was recovering from cancer	did your cancer get cured?	37	0
620	did your cancer get cured?	i did! feels great to be alive	37	0
621	i did! feels great to be alive	that is wonderful! do you play chess?	37	1
622	that is wonderful! do you play chess?	i do not. do you?	37	0
623	i do not. do you?	i do, it is one of my hobbies.	37	0
624	i do, it is one of my hobbies.	what do you do for fun?	37	0
625	what do you do for fun?	i spoil my grandkids.	37	1
626	i spoil my grandkids.	they want me to get a smartphone, do you think i should?	37	0
627	they want me to get a smartphone, do you think i should?	i think it depends on the kid. however all or none. are you married?	37	1
628	i think it depends on the kid. however all or none. are you married?	i am. are you married?	37	0
629	i am. are you married?	no i am single. some day the right person will come along.	37	0
630	no i am single. some day the right person will come along.	do you date much? you have to put yourself out there	37	0
631	do you date much? you have to put yourself out there	hello, how are you this evening?	38	1
632	hello, how are you this evening?	hello how are you today?	38	0
633	hello how are you today?	i am doing well, thank you.	38	0
634	i am doing well, thank you.	playing online chess, how are you?	38	0
635	playing online chess, how are you?	i am chillin, do you have any pets?	38	1
636	i am chillin, do you have any pets?	i have two dogs, they are watching my bath run.	38	0
637	i have two dogs, they are watching my bath run.	i like chocolate, do they?	38	0
638	i like chocolate, do they?	oh no, chocolate is bad for dogs.	38	0
639	oh no, chocolate is bad for dogs.	why i am only 4 here	38	1
640	why i am only 4 here	it makes them very sick.	38	0
641	it makes them very sick.	change of subject, what is your favorite color?	38	1
642	change of subject, what is your favorite color?	i love purple, what is yours?	38	0
643	i love purple, what is yours?	i love red, reminds me of summer time.	38	0
644	i love red, reminds me of summer time.	summer is my favorite season.	38	0
645	summer is my favorite season.	i have a best friend	38	1
646	i have a best friend	i do too, i have known mine for over thirty years.	38	0
647	i do too, i have known mine for over thirty years.	i really like waffles too	38	1
648	i really like waffles too	hello. how are you doing today?	39	1
649	hello. how are you doing today?	i am well, how are you?	39	0
650	i am well, how are you?	i am wonderful. i just won a gold medal in the olympics.	39	0
651	i am wonderful. i just won a gold medal in the olympics.	wow, that is impressive.	39	0
652	wow, that is impressive.	what sport?	39	0
653	what sport?	the sport is gymnastics. it is so my favorite.	39	0
654	the sport is gymnastics. it is so my favorite.	that is so cool. i like working with electronics myself.	39	0
655	that is so cool. i like working with electronics myself.	i wore a yellow leotard with sparkles and i have everything yellow.	39	0
656	i wore a yellow leotard with sparkles and i have everything yellow.	i take it yellow is your favorite color?	39	0
657	i take it yellow is your favorite color?	yes it sure is. i had italian food and garlic bread for a year.	39	1
658	yes it sure is. i had italian food and garlic bread for a year.	like, you mean that is all you ate for an entire year?	39	0
659	like, you mean that is all you ate for an entire year?	yes. it sure is. i love it. i cannot get enough.	39	0
660	yes. it sure is. i love it. i cannot get enough.	i had spaghetti with vegetarian italian sausage and garlic bread last night. it was so good.	39	0
661	i had spaghetti with vegetarian italian sausage and garlic bread last night. it was so good.	cool. i did hardcore exercise four hours everyday.	39	1
662	cool. i did hardcore exercise four hours everyday.	that is a lot of exercising. i hate exercising. i just work on my robot most days.	39	0
663	that is a lot of exercising. i hate exercising. i just work on my robot most days.	are we finished? i think we are.	39	0
664	are we finished? i think we are.	i sure hope so. i want this to be over.	39	0
665	i sure hope so. i want this to be over.	hi! i hope your day is going well. how are you?	40	1
666	hi! i hope your day is going well. how are you?	i am just watching a documentary on the vietnam war. you?	40	0
667	i am just watching a documentary on the vietnam war. you?	just listening to some music and playing video games.	40	0
668	just listening to some music and playing video games.	awesome. i am cooking some burgers on the grill. cheeseburgers are my fave	40	1
669	awesome. i am cooking some burgers on the grill. cheeseburgers are my fave	i love a good burger, but i try hard to stay thin and in shape.	40	0
670	i love a good burger, but i try hard to stay thin and in shape.	i am all about fitness. i used to be a gym teacher	40	0
671	i am all about fitness. i used to be a gym teacher	did you have a special uniform? i love my skinny jeans and leggings.	40	1
672	did you have a special uniform? i love my skinny jeans and leggings.	just loose fitting clothing. that is about it	40	0
673	just loose fitting clothing. that is about it	i like band shirts, especially with ruffled sleeves.	40	0
674	i like band shirts, especially with ruffled sleeves.	i was too poor to afford anything really growing up	40	1
675	i was too poor to afford anything really growing up	is life better for you now?	40	0
676	is life better for you now?	yes. i serve food to the poor because of what i went through	40	0
677	yes. i serve food to the poor because of what i went through	truly that is a great way to give back. i admire you.	40	0
678	truly that is a great way to give back. i admire you.	thank you so much. it is always great to volunteer for a cause.	40	0
679	thank you so much. it is always great to volunteer for a cause.	hi! i am from india. where are you from?	41	1
680	hi! i am from india. where are you from?	i m from portland or. i just got back from a long walk	41	0
681	i m from portland or. i just got back from a long walk	haha i just got back from coaching swimming at the pool. walking where?	41	0
682	haha i just got back from coaching swimming at the pool. walking where?	i like to walk in parks for good health. no soft drinks for me either!	41	1
683	i like to walk in parks for good health. no soft drinks for me either!	i love soft drinks when i study computer programming. i wish i could cut it off.	41	0
684	i love soft drinks when i study computer programming. i wish i could cut it off.	i love sodas with my burgers and fries but i m trying to watch sugar intake	41	0
685	i love sodas with my burgers and fries but i m trying to watch sugar intake	why in particular sugar? swimming is a good way to burn off calories.	41	0
686	why in particular sugar? swimming is a good way to burn off calories.	sodas in us made with high fructose corn syrup. bad for you!	41	0
687	sodas in us made with high fructose corn syrup. bad for you!	very bad but once in a while it is okay!	41	0
688	very bad but once in a while it is okay!	nah. i want to stay cute and lean for my boyfriend who s a model	41	0
689	nah. i want to stay cute and lean for my boyfriend who s a model	i wish i had a boyfriend. all i have is my death metal music.	41	1
690	i wish i had a boyfriend. all i have is my death metal music.	i won t allow death metal music to be played in my house!	41	0
691	i won t allow death metal music to be played in my house!	why not? as long as it is not too loud!	41	0
692	why not? as long as it is not too loud!	my boyfriend and i share a house and he has a very sensitive psychic cat	41	0
693	my boyfriend and i share a house and he has a very sensitive psychic cat	a psychic cat? i would love to know more about that.	41	0
694	a psychic cat? i would love to know more about that.	he can tell when bad things are going to happen by howling loudly	41	0
695	he can tell when bad things are going to happen by howling loudly	hello, how are you doing today?	42	1
696	hello, how are you doing today?	i am good. you? my family goes to disney world yearly. you sing?	42	0
697	i am good. you? my family goes to disney world yearly. you sing?	i do. have you ever seen the movie frozen?	42	0
698	i do. have you ever seen the movie frozen?	yes! frozen songs are my fave. i am in third grade. what grade you in?	42	0
699	yes! frozen songs are my fave. i am in third grade. what grade you in?	i am kind of a psychic. do you love mickey mouse?	42	0
700	i am kind of a psychic. do you love mickey mouse?	get out! i love mickey. my friend and i sing frozen songs during playground time.	42	0
701	get out! i love mickey. my friend and i sing frozen songs during playground time.	i know. like i said. psychic...	42	0
702	i know. like i said. psychic...	great! okay tell me what i am thinking now? go!	42	0
703	great! okay tell me what i am thinking now? go!	you are singing a song from frozen in your head.	42	0
704	you are singing a song from frozen in your head.	wow!	42	0
705	wow!	not!	42	0
706	not!	okay psychic, give me six lottery numbers.	42	1
707	okay psychic, give me six lottery numbers.	that is too much power. i cannot do that.	42	0
708	that is too much power. i cannot do that.	oh!	42	0
709	oh!	could you try?	42	0
710	could you try?	heres six for you.	42	0
711	heres six for you.	12, 49, 34, 62, 7 and 19.	42	0
712	12, 49, 34, 62, 7 and 19.	12 5 76 34 8 45	42	0
713	12 5 76 34 8 45	great! i will in fourth grade soon. you dance?	42	1
714	great! i will in fourth grade soon. you dance?	hi! i am travis and my sons are really active kids	43	1
715	hi! i am travis and my sons are really active kids	oh?	43	0
716	oh?	maybe i can tutor the, i have a gold medal from the olympics!	43	0
717	maybe i can tutor the, i have a gold medal from the olympics!	joey, sam, nate, carl play little league baseball that i coach.	43	0
718	joey, sam, nate, carl play little league baseball that i coach.	aw, i am more into gymnastics.	43	0
719	aw, i am more into gymnastics.	i train four hours daily.	43	0
720	i train four hours daily.	i own a mini van that i drive around.	43	1
721	i own a mini van that i drive around.	me too!	43	0
722	me too!	mine is yellow, my favorite color.	43	0
723	mine is yellow, my favorite color.	that is cool. mine is off blue. and i drink a lot of coffee	43	1
724	that is cool. mine is off blue. and i drink a lot of coffee	i cup back my coffee intake to stay fit.	43	0
725	i cup back my coffee intake to stay fit.	i also drink wine in the evenings	43	1
726	i also drink wine in the evenings	are you a red or a white drinker?	43	0
727	are you a red or a white drinker?	red wines is what i enjoy	43	0
728	red wines is what i enjoy	i do as well, full bodied reds are great.	43	0
729	i do as well, full bodied reds are great.	i mean if you say so.	43	0
730	i mean if you say so.	it is an acquired taste.	43	0
731	it is an acquired taste.	it is but i do enjoy it	43	0
732	it is but i do enjoy it	well, i should be off.	43	0
733	well, i should be off.	i need to train more.	43	0
734	i need to train more.	hello, how are you this morning?	44	1
735	hello, how are you this morning?	not good. things in my life are not going well.	44	0
736	not good. things in my life are not going well.	i am so sorry to hear that. have you tried listening to taylor swift?	44	0
737	i am so sorry to hear that. have you tried listening to taylor swift?	music is not going to bring my wife and kids back!	44	0
738	music is not going to bring my wife and kids back!	it will help with your depression, country music does this for me.	44	0
739	it will help with your depression, country music does this for me.	since they left all i do is work and play games on facebook.	44	0
740	since they left all i do is work and play games on facebook.	do you work? i am a manager at a convenience store.	44	1
741	do you work? i am a manager at a convenience store.	i do have a boring job. do you go to church? i am a non believer.	44	0
742	i do have a boring job. do you go to church? i am a non believer.	no, i am pagan.	44	0
743	no, i am pagan.	nature is my church.	44	0
744	nature is my church.	maybe my wife will come back if i lose weight. any suggestions?	44	1
745	maybe my wife will come back if i lose weight. any suggestions?	cardio and weight lifting.	44	0
746	cardio and weight lifting.	as for your wife, counseling may help.	44	0
747	as for your wife, counseling may help.	i used to ride bikes with my kids alot. do you have kids?	44	1
748	i used to ride bikes with my kids alot. do you have kids?	no, i do not.	44	0
749	no, i do not.	only dogs.	44	0
750	only dogs.	i have heard pets can help with depression. what breeds do you own?	44	0
751	i have heard pets can help with depression. what breeds do you own?	springer spaniel and a labrador retriever.	44	0
752	springer spaniel and a labrador retriever.	do they make you happy?	44	0
753	do they make you happy?	how are you doing this evening?	45	1
754	how are you doing this evening?	i am doing well. i am so close to achieving my dream.	45	0
755	i am doing well. i am so close to achieving my dream.	what is your dream? mine is to meet mickey mouse.	45	0
756	what is your dream? mine is to meet mickey mouse.	i grew up in a small town and want to live in the city.	45	0
757	i grew up in a small town and want to live in the city.	i am in the 3rd grade. do you go to school?	45	1
758	i am in the 3rd grade. do you go to school?	i did when i was little. i finished school and am a lawyer.	45	0
759	i did when i was little. i finished school and am a lawyer.	do you like the movie frozen?	45	1
760	do you like the movie frozen?	i have never seen it before. what is it about?	45	0
761	i have never seen it before. what is it about?	2 girls. there is a lot of singing and i know all the words.	45	0
762	2 girls. there is a lot of singing and i know all the words.	oh very nice. are there horses? i like horses.	45	0
763	oh very nice. are there horses? i like horses.	there is reindeer that acts like a horse.	45	0
764	there is reindeer that acts like a horse.	interesting. my family had a horse farm when i was little.	45	0
765	interesting. my family had a horse farm when i was little.	ohh i bet that was fun!	45	0
766	ohh i bet that was fun!	it was, my grandparents did it too.	45	0
767	it was, my grandparents did it too.	good morning. my name is sophie. i just turned four. what is your name?	46	1
768	good morning. my name is sophie. i just turned four. what is your name?	my name is john. i am in my early thirties	46	0
769	my name is john. i am in my early thirties	hi john. i like chocolate. do you?	46	1
770	hi john. i like chocolate. do you?	no. i do not have money to spend on chocolate. my wife takes it all	46	0
771	no. i do not have money to spend on chocolate. my wife takes it all	she should share! i like to share my blocks and sing songs about letters.	46	0
772	she should share! i like to share my blocks and sing songs about letters.	she does not share. we are a getting a divorce. what is your favorite song	46	1
773	she does not share. we are a getting a divorce. what is your favorite song	the abc song is my favorite.	46	0
774	the abc song is my favorite.	people have a hard time understanding, but i love to talk.	46	0
775	people have a hard time understanding, but i love to talk.	my job is selling cars. do you like cars?	46	1
776	my job is selling cars. do you like cars?	i do. but i want to be a dog when i grow up.	46	0
777	i do. but i want to be a dog when i grow up.	i do not like my job. i should try to be a dog too	46	0
778	i do not like my job. i should try to be a dog too	you should!	46	0
779	you should!	ruff, ruff!	46	0
780	ruff, ruff!	bye now!	46	0
781	bye now!	bye have a good day at school	46	0
782	bye have a good day at school	you try to have a good day at work.	46	0
783	you try to have a good day at work.	i will try to sell lots of cars today	46	0
784	i will try to sell lots of cars today	i will try to learn the alphabet!	46	0
785	i will try to learn the alphabet!	always start with a and end with z	46	0
786	always start with a and end with z	hi there how are you?	47	1
787	hi there how are you?	good i am studying to be a lawyer right now	47	0
788	good i am studying to be a lawyer right now	wow that is awesome i am trying to relax having triplets in 90 days	47	0
789	wow that is awesome i am trying to relax having triplets in 90 days	wow! are they girls or boys?	47	0
790	wow! are they girls or boys?	all boys so please pray for me lol	47	0
791	all boys so please pray for me lol	i will! are you from a big or small town? small town for me	47	1
792	i will! are you from a big or small town? small town for me	small as well everyone knows everyone here	47	0
793	small as well everyone knows everyone here	generations of my family had horse farms. i was raised on one	47	1
794	generations of my family had horse farms. i was raised on one	i rode one when i was 5 but i do not remember i only have a pic	47	0
795	i rode one when i was 5 but i do not remember i only have a pic	i ride them all the time	47	0
796	i ride them all the time	your but does not get sore?	47	0
797	your but does not get sore?	it does but you get used to it lol	47	0
798	it does but you get used to it lol	lol i do not know i am barely getting used to this country	47	1
799	lol i do not know i am barely getting used to this country	what country are you from?	47	0
800	what country are you from?	spain but i had already been here just not to live my school hired me ft	47	0
801	spain but i had already been here just not to live my school hired me ft	that is cool what do you do?	47	0
802	that is cool what do you do?	hello, how are you tonight?	48	1
803	hello, how are you tonight?	ok.	48	0
804	ok.	since alabama, my home team, won saturday night.	48	0
805	since alabama, my home team, won saturday night.	i am an ohio state fan. do you skate?	48	0
806	i am an ohio state fan. do you skate?	no. too busy with all of my 19 dogs and 3 sisters.	48	0
807	no. too busy with all of my 19 dogs and 3 sisters.	oh wow. that is a lot of dogs.	48	0
808	oh wow. that is a lot of dogs.	yes love them almost as my tacos. no i love my dogs more.	48	0
809	yes love them almost as my tacos. no i love my dogs more.	my fiance makes a killer fish taco with cilantro lime slaw.	48	1
810	my fiance makes a killer fish taco with cilantro lime slaw.	wow. my sisters and i love chicken tacos.	48	0
811	wow. my sisters and i love chicken tacos.	those are good too, i live in cali.	48	1
812	those are good too, i live in cali.	along the ocean.	48	0
813	along the ocean.	i live in middle of alabama. do not get to ocean much.	48	0
814	i live in middle of alabama. do not get to ocean much.	i could not stand to live inland, the ocean runs through my veins.	48	0
815	i could not stand to live inland, the ocean runs through my veins.	yes. i want to go more but no one to stay with 19 dogs.	48	1
816	yes. i want to go more but no one to stay with 19 dogs.	maybe someone will come and dog sit for you.	48	0
817	maybe someone will come and dog sit for you.	maybe each sister could take six dogs each and foxy go with me.	48	0
818	maybe each sister could take six dogs each and foxy go with me.	there you go.	48	0
819	there you go.	where there is a will, there is a way.	48	0
820	where there is a will, there is a way.	that is right. and take my tacos.	48	0
821	that is right. and take my tacos.	hello, i finally got a chance to use the internet!	49	1
822	hello, i finally got a chance to use the internet!	tell me about yourself.	49	1
823	tell me about yourself.	hey, good for you!	49	0
824	hey, good for you!	me?	49	0
825	me?	well, i love my cats.	49	0
826	well, i love my cats.	all five of them, lol.	49	0
827	all five of them, lol.	i want to see my cat! at least my moms is visiting soon. have you been arrested?	49	1
828	i want to see my cat! at least my moms is visiting soon. have you been arrested?	arrested?!?	49	0
829	arrested?!?	you think so...	49	0
830	you think so...	lol.	49	0
831	lol.	no, they have not caught me yet.	49	0
832	no, they have not caught me yet.	i am in here for shoplifting, with a month to go.	49	0
833	i am in here for shoplifting, with a month to go.	what have you got away with?	49	0
834	what have you got away with?	my dad taught me a lot.	49	0
835	my dad taught me a lot.	even how to stay out of jail, fortunately!	49	0
836	even how to stay out of jail, fortunately!	lol..	49	0
837	lol..	i wish i knew my dad. do you have any tips for staying out of trouble?	49	1
838	i wish i knew my dad. do you have any tips for staying out of trouble?	sure. do not do drugs. do not be stupid. get married and obey your wife. simple.	49	0
839	sure. do not do drugs. do not be stupid. get married and obey your wife. simple.	sounds kind of boring! what do you do for fun?	49	1
840	sounds kind of boring! what do you do for fun?	lol. i play with my cats. what could be funner?!?	49	0
841	lol. i play with my cats. what could be funner?!?	i was caught stealing a new toy for my cat, so that does not help.	49	0
842	i was caught stealing a new toy for my cat, so that does not help.	p	49	0
843	p	haha.	49	0
844	haha.	you do not need to steal a toy.	49	0
845	you do not need to steal a toy.	cats can play with string, right?	49	0
846	cats can play with string, right?	mine is spoiled, only wants the best!	49	0
847	mine is spoiled, only wants the best!	do you have kids?	49	1
848	do you have kids?	no kids. i work construction and cant afford them. plus no girls love me.	49	0
849	no kids. i work construction and cant afford them. plus no girls love me.	no i feel like i am older then you! want any tips on getting girls?	49	1
850	no i feel like i am older then you! want any tips on getting girls?	yes please!	49	0
851	yes please!	working construction, i whistle at lots of girls, but no luck.	49	0
852	working construction, i whistle at lots of girls, but no luck.	hello there how are you today	50	1
853	hello there how are you today	i am good. i am just taking a break from unpacking	50	0
854	i am good. i am just taking a break from unpacking	oh okay that is good. so tell me about yourself	50	1
855	oh okay that is good. so tell me about yourself	i am a bartender. i use the money to pay for my school	50	0
856	i am a bartender. i use the money to pay for my school	cool. i am currently not working but i help out at food bank sometimes	50	0
857	cool. i am currently not working but i help out at food bank sometimes	that is very kind of you to do so	50	0
858	that is very kind of you to do so	yeah i try. do you have any pets?	50	1
859	yeah i try. do you have any pets?	no unfortunately not, but this is a new apartment.	50	0
860	no unfortunately not, but this is a new apartment.	i might get a cat	50	0
861	i might get a cat	oh okay i actually have a cat and a dog	50	0
862	oh okay i actually have a cat and a dog	how sweet! what are their names?	50	0
863	how sweet! what are their names?	leo and jazzy. they are fun to have	50	0
864	leo and jazzy. they are fun to have	very cute names. what do you look like?	50	0
865	very cute names. what do you look like?	i am 5 foot 7, average weight with curly hair.	50	0
866	i am 5 foot 7, average weight with curly hair.	you?	50	0
867	you?	i have ice blue eyes and platinum blonde hair	50	0
868	i have ice blue eyes and platinum blonde hair	hi there, how is it going?	51	1
869	hi there, how is it going?	it is going very well	51	0
870	it is going very well	i am going to a gig tonight. do you like music?	51	1
871	i am going to a gig tonight. do you like music?	my baby does. she kicks every time.	51	0
872	my baby does. she kicks every time.	bless her! no kids here. more of a dog man.	51	0
873	bless her! no kids here. more of a dog man.	there is nothing wrong with that	51	0
874	there is nothing wrong with that	do you have any pets? my pit bull charlie needs a friend.	51	0
875	do you have any pets? my pit bull charlie needs a friend.	no. i am working on the kids	51	0
876	no. i am working on the kids	working on them? that sounds painful!	51	0
877	working on them? that sounds painful!	it will be when i go in labor	51	0
878	it will be when i go in labor	how long have you got?	51	0
879	how long have you got?	a couple of weeks hopefully	51	0
880	a couple of weeks hopefully	close, then!	51	0
881	close, then!	i bet you are excited.	51	0
882	i bet you are excited.	nervous?	51	0
883	nervous?	i am trying to read the pain away	51	0
884	i am trying to read the pain away	that reminds me of a song by peaches... do you know it?	51	1
885	that reminds me of a song by peaches... do you know it?	no i do not. is that an old band.	51	0
886	no i do not. is that an old band.	did you have to work today?	52	1
887	did you have to work today?	no, not today, do you like sailing?	52	1
888	no, not today, do you like sailing?	not really, thinking of spending the day playing with my dog.	52	0
889	not really, thinking of spending the day playing with my dog.	sounds fun, i will be studying art and eating fish and chips, are you working?	52	0
890	sounds fun, i will be studying art and eating fish and chips, are you working?	talking about fish chips is making me hungry for fish tacos!	52	0
891	talking about fish chips is making me hungry for fish tacos!	christopher columbus is my ancestor, so i am sailing to europe again this year	52	1
892	christopher columbus is my ancestor, so i am sailing to europe again this year	how cool! i do not have to work either. are you seeing family today?	52	0
893	how cool! i do not have to work either. are you seeing family today?	i study art so i like to view it in europe. my family lives far away	52	1
894	i study art so i like to view it in europe. my family lives far away	i will see two of my four siblings today. what type of art?	52	0
895	i will see two of my four siblings today. what type of art?	realism is the best, why does it take so long for you to respond?	52	1
896	realism is the best, why does it take so long for you to respond?	i am wordy? and slow internet.	52	0
897	i am wordy? and slow internet.	lol, i see, what kind of dog do you have	52	1
898	lol, i see, what kind of dog do you have	a mutt the best and most loyal dog ever!	52	0
899	a mutt the best and most loyal dog ever!	dogs are my third favorite behind art and fish and chips. i have one	52	0
900	dogs are my third favorite behind art and fish and chips. i have one	hey, how are you?	53	1
901	hey, how are you?	i was just daydreaming about my favorite car.	53	1
902	i was just daydreaming about my favorite car.	i am good. just came back from mountain biking.	53	0
903	i am good. just came back from mountain biking.	i rode a bike to work today, speaking of which want to buy a watch?	53	1
904	i rode a bike to work today, speaking of which want to buy a watch?	not really. i would buy a cup of coffee though.	53	0
905	not really. i would buy a cup of coffee though.	i should have been a barista... my dad makes fun of my career choice all the time.	53	0
906	i should have been a barista... my dad makes fun of my career choice all the time.	do you sell watches?	53	0
907	do you sell watches?	i do. but i spend all my paychecks on more watches. and shoes.	53	0
908	i do. but i spend all my paychecks on more watches. and shoes.	interesting job. do you drink?	53	1
909	interesting job. do you drink?	i subside entirely on royal crown cola.	53	0
910	i subside entirely on royal crown cola.	that is funny. my favorite drink is a cup of coffee	53	0
911	that is funny. my favorite drink is a cup of coffee	if i collect enough empty cans i can sell them for a rolls royce.	53	0
912	if i collect enough empty cans i can sell them for a rolls royce.	that would be a lot of cans.	53	0
913	that would be a lot of cans.	it is not like i have it any other way, i am paid entirely in broken watches.	53	0
914	it is not like i have it any other way, i am paid entirely in broken watches.	i do not understand that. how are you paid in broken watches?	53	0
915	i do not understand that. how are you paid in broken watches?	hello, how are you today?	54	1
916	hello, how are you today?	tired. spent all night trying to do algebra homework i don t understand.	54	0
917	tired. spent all night trying to do algebra homework i don t understand.	oh no, how old are you.	54	1
918	oh no, how old are you.	i am 60, retiring in a few years.	54	0
919	i am 60, retiring in a few years.	13. i have an older brother who is 17.	54	0
920	13. i have an older brother who is 17.	nice, i love kids, i work as a librarian	54	1
921	nice, i love kids, i work as a librarian	i like our school librarian. she s also our soccer coach. really nice.	54	0
922	i like our school librarian. she s also our soccer coach. really nice.	that is great, does your family like to travel?	54	1
923	that is great, does your family like to travel?	i do	54	0
924	i do	no. not too much. i take a school bus but we mostly stay at home. except thanksgiving	54	0
925	no. not too much. i take a school bus but we mostly stay at home. except thanksgiving	i have been to spain a few times, where do you go for thanksgiving?	54	0
926	i have been to spain a few times, where do you go for thanksgiving?	my grandma frankie s house. my mom s mom who lives in ojai.	54	0
927	my grandma frankie s house. my mom s mom who lives in ojai.	that sounds like fun, with lots of good food	54	0
928	that sounds like fun, with lots of good food	not really. she s a bad cook and we end up getting pollo loco a lot	54	0
